REGION,YEAR,WEEK,% WEIGHTED ILI
Region 1,2011,43,0.676542
Region 2,2011,43,0.919837
Region 3,2011,43,1.25108
Region 4,2011,43,1.27831
Region 5,2011,43,0.998187
Region 6,2011,43,1.87213
Region 7,2011,43,0.961229
Region 8,2011,43,0.856544
Region 9,2011,43,1.95815
Region 10,2011,43,0.653306
National,2011,43,1.29194
Region 1,2011,44,0.681778
Region 2,2011,44,1.15578
Region 3,2011,44,1.28269
Region 4,2011,44,1.52004
Region 5,2011,44,1.0916
Region 6,2011,44,1.86579
Region 7,2011,44,1.14083
Region 8,2011,44,0.934151
Region 9,2011,44,2.15899
Region 10,2011,44,0.823121
National,2011,44,1.42824
Region 1,2011,45,0.722186
Region 2,2011,45,1.07592
Region 3,2011,45,1.37932
Region 4,2011,45,1.51566
Region 5,2011,45,1.11771
Region 6,2011,45,2.02278
Region 7,2011,45,0.90938
Region 8,2011,45,0.963464
Region 9,2011,45,1.89203
Region 10,2011,45,0.662245
National,2011,45,1.39803
Region 1,2011,46,0.584198
Region 2,2011,46,1.15923
Region 3,2011,46,1.40645
Region 4,2011,46,1.4143
Region 5,2011,46,1.02063
Region 6,2011,46,2.22927
Region 7,2011,46,0.839903
Region 8,2011,46,1.01435
Region 9,2011,46,2.27028
Region 10,2011,46,0.902773
National,2011,46,1.45831
Region 1,2011,47,0.671443
Region 2,2011,47,1.29938
Region 3,2011,47,1.56381
Region 4,2011,47,1.65971
Region 5,2011,47,1.24569
Region 6,2011,47,2.14262
Region 7,2011,47,0.862174
Region 8,2011,47,1.05816
Region 9,2011,47,2.20507
Region 10,2011,47,1.07526
National,2011,47,1.56548
Region 1,2011,48,0.624269
Region 2,2011,48,1.30751
Region 3,2011,48,1.47372
Region 4,2011,48,1.29746
Region 5,2011,48,1.05945
Region 6,2011,48,2.15272
Region 7,2011,48,1.03336
Region 8,2011,48,0.93762
Region 9,2011,48,1.53376
Region 10,2011,48,0.829685
National,2011,48,1.34313
Region 1,2011,49,0.628389
Region 2,2011,49,1.35173
Region 3,2011,49,1.33844
Region 4,2011,49,1.6816
Region 5,2011,49,1.0058
Region 6,2011,49,1.96344
Region 7,2011,49,0.821731
Region 8,2011,49,0.918249
Region 9,2011,49,2.33479
Region 10,2011,49,0.587594
National,2011,49,1.48139
Region 1,2011,50,0.78979
Region 2,2011,50,1.30895
Region 3,2011,50,1.50428
Region 4,2011,50,1.71943
Region 5,2011,50,1.14913
Region 6,2011,50,2.11156
Region 7,2011,50,1.4333
Region 8,2011,50,0.992111
Region 9,2011,50,2.56613
Region 10,2011,50,1.00858
National,2011,50,1.63398
Region 1,2011,51,0.86589
Region 2,2011,51,1.19898
Region 3,2011,51,1.77695
Region 4,2011,51,2.04108
Region 5,2011,51,1.24805
Region 6,2011,51,2.24022
Region 7,2011,51,1.41392
Region 8,2011,51,1.02736
Region 9,2011,51,3.05014
Region 10,2011,51,1.15362
National,2011,51,1.83126
Region 1,2011,52,1.00526
Region 2,2011,52,1.17979
Region 3,2011,52,2.14289
Region 4,2011,52,2.29421
Region 5,2011,52,1.54444
Region 6,2011,52,2.29386
Region 7,2011,52,1.89373
Region 8,2011,52,1.10691
Region 9,2011,52,3.68816
Region 10,2011,52,1.25039
National,2011,52,2.10451
Region 1,2012,1,0.910657
Region 2,2012,1,1.30825
Region 3,2012,1,1.69662
Region 4,2012,1,1.64029
Region 5,2012,1,1.24644
Region 6,2012,1,2.13777
Region 7,2012,1,1.47953
Region 8,2012,1,1.05437
Region 9,2012,1,2.99636
Region 10,2012,1,1.09205
National,2012,1,1.73625
Region 1,2012,2,0.800414
Region 2,2012,2,1.04792
Region 3,2012,2,1.51382
Region 4,2012,2,1.49847
Region 5,2012,2,1.15541
Region 6,2012,2,2.07773
Region 7,2012,2,1.49896
Region 8,2012,2,1.09694
Region 9,2012,2,2.50573
Region 10,2012,2,0.73641
National,2012,2,1.55066
Region 1,2012,3,0.838438
Region 2,2012,3,1.14258
Region 3,2012,3,1.56893
Region 4,2012,3,1.71568
Region 5,2012,3,1.17979
Region 6,2012,3,2.18854
Region 7,2012,3,1.60103
Region 8,2012,3,1.13381
Region 9,2012,3,2.36802
Region 10,2012,3,1.14829
National,2012,3,1.62891
Region 1,2012,4,0.819739
Region 2,2012,4,1.04818
Region 3,2012,4,1.47406
Region 4,2012,4,1.74681
Region 5,2012,4,1.2699
Region 6,2012,4,2.35321
Region 7,2012,4,1.75629
Region 8,2012,4,1.28828
Region 9,2012,4,3.01277
Region 10,2012,4,1.0627
National,2012,4,1.76038
Region 1,2012,5,0.771312
Region 2,2012,5,1.09121
Region 3,2012,5,1.53393
Region 4,2012,5,1.81695
Region 5,2012,5,1.45574
Region 6,2012,5,2.45197
Region 7,2012,5,2.59091
Region 8,2012,5,1.49922
Region 9,2012,5,3.34077
Region 10,2012,5,1.23111
National,2012,5,1.92728
Region 1,2012,6,0.846266
Region 2,2012,6,1.04782
Region 3,2012,6,1.60263
Region 4,2012,6,1.91518
Region 5,2012,6,1.39672
Region 6,2012,6,2.68775
Region 7,2012,6,2.81845
Region 8,2012,6,1.5567
Region 9,2012,6,2.93438
Region 10,2012,6,1.18943
National,2012,6,1.91994
Region 1,2012,7,0.902132
Region 2,2012,7,1.09235
Region 3,2012,7,1.69273
Region 4,2012,7,2.04734
Region 5,2012,7,1.55473
Region 6,2012,7,3.03924
Region 7,2012,7,3.1466
Region 8,2012,7,1.63854
Region 9,2012,7,3.17132
Region 10,2012,7,1.52115
National,2012,7,2.09951
Region 1,2012,8,0.949344
Region 2,2012,8,1.31095
Region 3,2012,8,1.52215
Region 4,2012,8,1.98634
Region 5,2012,8,1.77323
Region 6,2012,8,3.33632
Region 7,2012,8,3.03559
Region 8,2012,8,1.85078
Region 9,2012,8,3.65957
Region 10,2012,8,1.40323
National,2012,8,2.23973
Region 1,2012,9,0.803368
Region 2,2012,9,1.21226
Region 3,2012,9,1.7115
Region 4,2012,9,2.05788
Region 5,2012,9,1.81172
Region 6,2012,9,3.49991
Region 7,2012,9,3.4431
Region 8,2012,9,1.69812
Region 9,2012,9,3.14123
Region 10,2012,9,1.48527
National,2012,9,2.21921
Region 1,2012,10,0.774284
Region 2,2012,10,1.28876
Region 3,2012,10,1.58162
Region 4,2012,10,2.25509
Region 5,2012,10,2.04753
Region 6,2012,10,3.35928
Region 7,2012,10,3.12669
Region 8,2012,10,1.79065
Region 9,2012,10,2.49756
Region 10,2012,10,1.57872
National,2012,10,2.16693
Region 1,2012,11,0.858635
Region 2,2012,11,1.30537
Region 3,2012,11,1.86621
Region 4,2012,11,2.16834
Region 5,2012,11,2.39583
Region 6,2012,11,4.10656
Region 7,2012,11,2.64834
Region 8,2012,11,2.20177
Region 9,2012,11,2.81932
Region 10,2012,11,1.87248
National,2012,11,2.38913
Region 1,2012,12,0.831097
Region 2,2012,12,1.17617
Region 3,2012,12,1.43856
Region 4,2012,12,1.87943
Region 5,2012,12,1.88008
Region 6,2012,12,2.93849
Region 7,2012,12,1.69387
Region 8,2012,12,1.59029
Region 9,2012,12,2.62173
Region 10,2012,12,2.18932
National,2012,12,1.96466
Region 1,2012,13,0.621933
Region 2,2012,13,1.07165
Region 3,2012,13,1.39429
Region 4,2012,13,1.65327
Region 5,2012,13,1.34651
Region 6,2012,13,2.5656
Region 7,2012,13,1.209
Region 8,2012,13,1.46089
Region 9,2012,13,3.43265
Region 10,2012,13,1.76887
National,2012,13,1.84229
Region 1,2012,14,0.7515
Region 2,2012,14,1.27276
Region 3,2012,14,1.28511
Region 4,2012,14,1.56245
Region 5,2012,14,1.44358
Region 6,2012,14,2.36481
Region 7,2012,14,0.886149
Region 8,2012,14,1.20787
Region 9,2012,14,2.70898
Region 10,2012,14,1.58722
National,2012,14,1.68674
Region 1,2012,15,0.857187
Region 2,2012,15,1.14615
Region 3,2012,15,1.18191
Region 4,2012,15,1.43713
Region 5,2012,15,1.15046
Region 6,2012,15,1.93999
Region 7,2012,15,0.790334
Region 8,2012,15,1.11695
Region 9,2012,15,2.5828
Region 10,2012,15,1.9451
National,2012,15,1.53136
Region 1,2012,16,0.778564
Region 2,2012,16,1.08368
Region 3,2012,16,1.09348
Region 4,2012,16,1.39023
Region 5,2012,16,1.0351
Region 6,2012,16,2.01636
Region 7,2012,16,0.751913
Region 8,2012,16,0.945417
Region 9,2012,16,1.98471
Region 10,2012,16,1.58187
National,2012,16,1.37912
Region 1,2012,17,0.57168
Region 2,2012,17,0.948648
Region 3,2012,17,1.06214
Region 4,2012,17,1.3119
Region 5,2012,17,0.935815
Region 6,2012,17,1.93504
Region 7,2012,17,0.692067
Region 8,2012,17,0.937586
Region 9,2012,17,1.93868
Region 10,2012,17,1.42215
National,2012,17,1.29515
Region 1,2012,18,0.518703
Region 2,2012,18,0.995739
Region 3,2012,18,1.29493
Region 4,2012,18,1.4572
Region 5,2012,18,1.04643
Region 6,2012,18,1.88552
Region 7,2012,18,0.837067
Region 8,2012,18,0.908343
Region 9,2012,18,2.12065
Region 10,2012,18,1.44907
National,2012,18,1.39521
Region 1,2012,19,0.608604
Region 2,2012,19,0.871829
Region 3,2012,19,1.4556
Region 4,2012,19,1.35872
Region 5,2012,19,0.959535
Region 6,2012,19,1.90734
Region 7,2012,19,0.664338
Region 8,2012,19,0.771157
Region 9,2012,19,1.98364
Region 10,2012,19,1.12645
National,2012,19,1.32522
Region 1,2012,20,0.499494
Region 2,2012,20,0.856222
Region 3,2012,20,0.990324
Region 4,2012,20,1.44199
Region 5,2012,20,0.815303
Region 6,2012,20,1.88577
Region 7,2012,20,0.517189
Region 8,2012,20,0.80287
Region 9,2012,20,1.85652
Region 10,2012,20,0.940368
National,2012,20,1.23059
Region 1,2012,21,0.580681
Region 2,2012,21,0.677248
Region 3,2012,21,1.12765
Region 4,2012,21,1.52885
Region 5,2012,21,0.664607
Region 6,2012,21,1.9224
Region 7,2012,21,0.440619
Region 8,2012,21,0.601032
Region 9,2012,21,2.01055
Region 10,2012,21,0.680635
National,2012,21,1.23028
Region 1,2012,22,0.611205
Region 2,2012,22,0.681329
Region 3,2012,22,0.723521
Region 4,2012,22,1.65722
Region 5,2012,22,0.756688
Region 6,2012,22,2.19488
Region 7,2012,22,0.274068
Region 8,2012,22,0.812736
Region 9,2012,22,2.00256
Region 10,2012,22,0.73433
National,2012,22,1.26877
Region 1,2012,23,0.44987
Region 2,2012,23,0.573946
Region 3,2012,23,1.2646
Region 4,2012,23,1.5339
Region 5,2012,23,0.64147
Region 6,2012,23,1.45448
Region 7,2012,23,0.0857011
Region 8,2012,23,0.665369
Region 9,2012,23,1.74623
Region 10,2012,23,0.566978
National,2012,23,1.10782
Region 1,2012,24,0.556763
Region 2,2012,24,0.536035
Region 3,2012,24,1.91715
Region 4,2012,24,1.47358
Region 5,2012,24,0.528765
Region 6,2012,24,1.29741
Region 7,2012,24,0.0813149
Region 8,2012,24,0.592723
Region 9,2012,24,1.60525
Region 10,2012,24,0.520709
National,2012,24,1.09559
Region 1,2012,25,0.511904
Region 2,2012,25,0.585712
Region 3,2012,25,2.19686
Region 4,2012,25,1.147
Region 5,2012,25,0.570694
Region 6,2012,25,1.45649
Region 7,2012,25,0.0474986
Region 8,2012,25,0.564215
Region 9,2012,25,1.76841
Region 10,2012,25,0.528817
National,2012,25,1.11031
Region 1,2012,26,0.63164
Region 2,2012,26,0.551059
Region 3,2012,26,1.60351
Region 4,2012,26,1.12131
Region 5,2012,26,0.545464
Region 6,2012,26,2.15795
Region 7,2012,26,0.0886178
Region 8,2012,26,0.490352
Region 9,2012,26,1.61544
Region 10,2012,26,0.461551
National,2012,26,1.10616
Region 1,2012,27,0.600682
Region 2,2012,27,0.622044
Region 3,2012,27,1.829
Region 4,2012,27,1.24983
Region 5,2012,27,0.708251
Region 6,2012,27,1.49991
Region 7,2012,27,0.174976
Region 8,2012,27,0.450704
Region 9,2012,27,1.64586
Region 10,2012,27,0.393519
National,2012,27,1.10816
Region 1,2012,28,0.545703
Region 2,2012,28,0.475331
Region 3,2012,28,1.9367
Region 4,2012,28,1.03401
Region 5,2012,28,0.611442
Region 6,2012,28,1.31529
Region 7,2012,28,0.170595
Region 8,2012,28,0.449177
Region 9,2012,28,1.53079
Region 10,2012,28,0.315576
National,2012,28,0.999444
Region 1,2012,29,0.529763
Region 2,2012,29,0.427894
Region 3,2012,29,1.83476
Region 4,2012,29,0.937748
Region 5,2012,29,0.498103
Region 6,2012,29,1.23195
Region 7,2012,29,0.132304
Region 8,2012,29,0.46789
Region 9,2012,29,1.44495
Region 10,2012,29,0.372762
National,2012,29,0.924199
Region 1,2012,30,0.54242
Region 2,2012,30,0.43471
Region 3,2012,30,1.69177
Region 4,2012,30,1.05714
Region 5,2012,30,0.607256
Region 6,2012,30,1.17031
Region 7,2012,30,0.134456
Region 8,2012,30,0.51303
Region 9,2012,30,1.46148
Region 10,2012,30,0.353298
National,2012,30,0.949257
Region 1,2012,31,0.423858
Region 2,2012,31,0.425131
Region 3,2012,31,1.80429
Region 4,2012,31,0.9294
Region 5,2012,31,0.716939
Region 6,2012,31,1.29867
Region 7,2012,31,0.17458
Region 8,2012,31,0.504355
Region 9,2012,31,1.57996
Region 10,2012,31,0.265581
National,2012,31,0.978903
Region 1,2012,32,0.52453
Region 2,2012,32,0.347935
Region 3,2012,32,1.79716
Region 4,2012,32,0.842897
Region 5,2012,32,0.61208
Region 6,2012,32,1.25579
Region 7,2012,32,0.113721
Region 8,2012,32,0.444484
Region 9,2012,32,1.50621
Region 10,2012,32,0.394694
National,2012,32,0.925024
Region 1,2012,33,0.477967
Region 2,2012,33,0.37461
Region 3,2012,33,1.63096
Region 4,2012,33,1.04315
Region 5,2012,33,0.490029
Region 6,2012,33,1.14701
Region 7,2012,33,0.150156
Region 8,2012,33,0.53001
Region 9,2012,33,1.0733
Region 10,2012,33,0.294434
National,2012,33,0.848456
Region 1,2012,34,0.487765
Region 2,2012,34,0.487122
Region 3,2012,34,1.69749
Region 4,2012,34,1.10959
Region 5,2012,34,0.619186
Region 6,2012,34,1.41152
Region 7,2012,34,0.39313
Region 8,2012,34,0.530968
Region 9,2012,34,1.71304
Region 10,2012,34,0.331996
National,2012,34,1.04451
Region 1,2012,35,0.435526
Region 2,2012,35,0.482348
Region 3,2012,35,1.68484
Region 4,2012,35,1.22904
Region 5,2012,35,0.651238
Region 6,2012,35,1.43111
Region 7,2012,35,0.478097
Region 8,2012,35,0.578547
Region 9,2012,35,1.85131
Region 10,2012,35,0.331268
National,2012,35,1.0986
Region 1,2012,36,0.50659
Region 2,2012,36,0.554142
Region 3,2012,36,1.82248
Region 4,2012,36,1.24787
Region 5,2012,36,0.745864
Region 6,2012,36,1.64163
Region 7,2012,36,0.660782
Region 8,2012,36,0.729418
Region 9,2012,36,2.06204
Region 10,2012,36,0.504891
National,2012,36,1.22071
Region 1,2012,37,0.49204
Region 2,2012,37,0.639937
Region 3,2012,37,1.69051
Region 4,2012,37,1.2567
Region 5,2012,37,0.763046
Region 6,2012,37,1.87249
Region 7,2012,37,0.912734
Region 8,2012,37,0.678428
Region 9,2012,37,2.02747
Region 10,2012,37,0.438313
National,2012,37,1.24976
Region 1,2012,38,0.498207
Region 2,2012,38,0.683829
Region 3,2012,38,1.2118
Region 4,2012,38,1.28421
Region 5,2012,38,0.831471
Region 6,2012,38,1.81293
Region 7,2012,38,0.761901
Region 8,2012,38,0.579878
Region 9,2012,38,2.12102
Region 10,2012,38,0.614009
National,2012,38,1.22892
Region 1,2012,39,0.522411
Region 2,2012,39,0.770853
Region 3,2012,39,1.42308
Region 4,2012,39,1.37866
Region 5,2012,39,0.795032
Region 6,2012,39,1.91308
Region 7,2012,39,0.963943
Region 8,2012,39,0.712934
Region 9,2012,39,2.09178
Region 10,2012,39,0.646552
National,2012,39,1.29393
Region 1,2012,40,0.542445
Region 2,2012,40,0.965571
Region 3,2012,40,1.07028
Region 4,2012,40,1.11705
Region 5,2012,40,1.0259
Region 6,2012,40,1.92793
Region 7,2012,40,1.09049
Region 8,2012,40,0.777279
Region 9,2012,40,1.81284
Region 10,2012,40,0.572692
National,2012,40,1.23034
Region 1,2012,41,0.56065
Region 2,2012,41,1.21767
Region 3,2012,41,1.08926
Region 4,2012,41,1.20971
Region 5,2012,41,0.970531
Region 6,2012,41,2.23852
Region 7,2012,41,1.06337
Region 8,2012,41,0.796538
Region 9,2012,41,1.94226
Region 10,2012,41,0.674099
National,2012,41,1.3278
Region 1,2012,42,0.755333
Region 2,2012,42,1.30435
Region 3,2012,42,1.13473
Region 4,2012,42,1.24451
Region 5,2012,42,1.00308
Region 6,2012,42,1.81741
Region 7,2012,42,1.35229
Region 8,2012,42,0.805817
Region 9,2012,42,2.04103
Region 10,2012,42,0.742877
National,2012,42,1.33995
Region 1,2012,43,0.575156
Region 2,2012,43,1.2578
Region 3,2012,43,1.05392
Region 4,2012,43,1.25841
Region 5,2012,43,0.951917
Region 6,2012,43,2.38553
Region 7,2012,43,1.32045
Region 8,2012,43,0.72746
Region 9,2012,43,2.0413
Region 10,2012,43,0.684782
National,2012,43,1.37842
Region 1,2012,44,0.638644
Region 2,2012,44,1.17835
Region 3,2012,44,1.34313
Region 4,2012,44,1.42213
Region 5,2012,44,1.0639
Region 6,2012,44,2.4706
Region 7,2012,44,1.49968
Region 8,2012,44,0.922182
Region 9,2012,44,2.12848
Region 10,2012,44,0.895694
National,2012,44,1.50085
Region 1,2012,45,0.630983
Region 2,2012,45,1.35249
Region 3,2012,45,1.28698
Region 4,2012,45,1.70575
Region 5,2012,45,1.14892
Region 6,2012,45,2.90487
Region 7,2012,45,1.5617
Region 8,2012,45,0.93274
Region 9,2012,45,2.22183
Region 10,2012,45,0.855878
National,2012,45,1.65163
Region 1,2012,46,0.700343
Region 2,2012,46,1.31828
Region 3,2012,46,1.30434
Region 4,2012,46,2.06183
Region 5,2012,46,1.21418
Region 6,2012,46,2.93099
Region 7,2012,46,1.963
Region 8,2012,46,1.02407
Region 9,2012,46,2.21239
Region 10,2012,46,1.09191
National,2012,46,1.76746
Region 1,2012,47,0.845412
Region 2,2012,47,1.72052
Region 3,2012,47,1.74599
Region 4,2012,47,2.80769
Region 5,2012,47,1.56902
Region 6,2012,47,4.39504
Region 7,2012,47,2.31375
Region 8,2012,47,1.41876
Region 9,2012,47,2.40647
Region 10,2012,47,1.16039
National,2012,47,2.30609
Region 1,2012,48,0.89633
Region 2,2012,48,2.03993
Region 3,2012,48,1.62175
Region 4,2012,48,2.68446
Region 5,2012,48,1.54942
Region 6,2012,48,3.67382
Region 7,2012,48,2.17001
Region 8,2012,48,1.32822
Region 9,2012,48,2.23494
Region 10,2012,48,0.964797
National,2012,48,2.16324
Region 1,2012,49,1.24499
Region 2,2012,49,2.35364
Region 3,2012,49,2.512
Region 4,2012,49,4.20506
Region 5,2012,49,2.13984
Region 6,2012,49,4.60617
Region 7,2012,49,2.31408
Region 8,2012,49,1.68848
Region 9,2012,49,2.19283
Region 10,2012,49,1.14642
National,2012,49,2.83038
Region 1,2012,50,1.69905
Region 2,2012,50,2.82647
Region 3,2012,50,3.36875
Region 4,2012,50,4.69834
Region 5,2012,50,2.96882
Region 6,2012,50,5.55733
Region 7,2012,50,2.79395
Region 8,2012,50,2.42542
Region 9,2012,50,2.4589
Region 10,2012,50,1.55655
National,2012,50,3.43761
Region 1,2012,51,2.62753
Region 2,2012,51,3.82049
Region 3,2012,51,4.46606
Region 4,2012,51,4.95339
Region 5,2012,51,4.16172
Region 6,2012,51,7.18653
Region 7,2012,51,4.08107
Region 8,2012,51,3.18065
Region 9,2012,51,3.05562
Region 10,2012,51,1.53785
National,2012,51,4.30554
Region 1,2012,52,3.9292
Region 2,2012,52,5.50971
Region 3,2012,52,7.13075
Region 4,2012,52,6.29569
Region 5,2012,52,5.71232
Region 6,2012,52,9.25411
Region 7,2012,52,6.71975
Region 8,2012,52,4.09753
Region 9,2012,52,4.82703
Region 10,2012,52,3.39459
National,2012,52,6.06082
Region 1,2013,1,3.21719
Region 2,2013,1,4.52392
Region 3,2013,1,4.82033
Region 4,2013,1,4.44941
Region 5,2013,1,4.48158
Region 6,2013,1,7.66877
Region 7,2013,1,5.80882
Region 8,2013,1,3.74481
Region 9,2013,1,3.41933
Region 10,2013,1,2.7755
National,2013,1,4.64931
Region 1,2013,2,3.28461
Region 2,2013,2,4.7772
Region 3,2013,2,5.11067
Region 4,2013,2,3.48011
Region 5,2013,2,3.82974
Region 6,2013,2,7.26613
Region 7,2013,2,5.06625
Region 8,2013,2,3.85313
Region 9,2013,2,3.49033
Region 10,2013,2,2.56788
National,2013,2,4.32584
Region 1,2013,3,3.02114
Region 2,2013,3,5.32368
Region 3,2013,3,5.16413
Region 4,2013,3,3.12769
Region 5,2013,3,3.70465
Region 6,2013,3,7.3695
Region 7,2013,3,5.21627
Region 8,2013,3,4.13787
Region 9,2013,3,4.68634
Region 10,2013,3,3.00818
National,2013,3,4.51113
Region 1,2013,4,2.50428
Region 2,2013,4,4.6393
Region 3,2013,4,3.59356
Region 4,2013,4,2.49331
Region 5,2013,4,3.31545
Region 6,2013,4,7.10997
Region 7,2013,4,5.34475
Region 8,2013,4,3.97647
Region 9,2013,4,5.57853
Region 10,2013,4,3.69316
National,2013,4,4.2171
Region 1,2013,5,2.21254
Region 2,2013,5,3.82508
Region 3,2013,5,3.05049
Region 4,2013,5,2.53531
Region 5,2013,5,2.97914
Region 6,2013,5,5.82086
Region 7,2013,5,5.16544
Region 8,2013,5,3.44291
Region 9,2013,5,5.49148
Region 10,2013,5,2.78231
National,2013,5,3.78956
Region 1,2013,6,1.87401
Region 2,2013,6,3.5781
Region 3,2013,6,2.58184
Region 4,2013,6,2.28238
Region 5,2013,6,2.68669
Region 6,2013,6,4.4613
Region 7,2013,6,4.34939
Region 8,2013,6,2.97312
Region 9,2013,6,4.98836
Region 10,2013,6,2.439
National,2013,6,3.29206
Region 1,2013,7,1.5552
Region 2,2013,7,3.71476
Region 3,2013,7,2.75565
Region 4,2013,7,2.15986
Region 5,2013,7,2.43442
Region 6,2013,7,3.85266
Region 7,2013,7,3.42581
Region 8,2013,7,2.63255
Region 9,2013,7,4.49215
Region 10,2013,7,2.09196
National,2013,7,3.0197
Region 1,2013,8,1.50586
Region 2,2013,8,3.43487
Region 3,2013,8,2.63728
Region 4,2013,8,2.03482
Region 5,2013,8,2.29596
Region 6,2013,8,3.28524
Region 7,2013,8,3.06399
Region 8,2013,8,2.17155
Region 9,2013,8,3.81698
Region 10,2013,8,1.8586
National,2013,8,2.71499
Region 1,2013,9,1.32621
Region 2,2013,9,2.77153
Region 3,2013,9,2.56368
Region 4,2013,9,1.94851
Region 5,2013,9,2.14368
Region 6,2013,9,3.22203
Region 7,2013,9,2.37917
Region 8,2013,9,2.10319
Region 9,2013,9,3.47363
Region 10,2013,9,1.41838
National,2013,9,2.4845
Region 1,2013,10,1.30083
Region 2,2013,10,2.98609
Region 3,2013,10,3.30856
Region 4,2013,10,2.20722
Region 5,2013,10,1.9789
Region 6,2013,10,3.14942
Region 7,2013,10,2.26166
Region 8,2013,10,1.79868
Region 9,2013,10,3.60806
Region 10,2013,10,1.02992
National,2013,10,2.57808
Region 1,2013,11,1.18804
Region 2,2013,11,2.86258
Region 3,2013,11,2.64646
Region 4,2013,11,2.04859
Region 5,2013,11,2.14009
Region 6,2013,11,3.04121
Region 7,2013,11,1.90794
Region 8,2013,11,1.75337
Region 9,2013,11,3.14503
Region 10,2013,11,1.07185
National,2013,11,2.39237
Region 1,2013,12,1.19612
Region 2,2013,12,2.53803
Region 3,2013,12,2.23987
Region 4,2013,12,1.83444
Region 5,2013,12,1.77107
Region 6,2013,12,2.56286
Region 7,2013,12,1.51602
Region 8,2013,12,1.21262
Region 9,2013,12,2.89597
Region 10,2013,12,0.654524
National,2013,12,2.06778
Region 1,2013,13,1.18515
Region 2,2013,13,2.1803
Region 3,2013,13,2.11309
Region 4,2013,13,1.73148
Region 5,2013,13,1.5748
Region 6,2013,13,2.33966
Region 7,2013,13,1.50791
Region 8,2013,13,1.24913
Region 9,2013,13,2.61787
Region 10,2013,13,0.738623
National,2013,13,1.90281
Region 1,2013,14,1.19767
Region 2,2013,14,1.92619
Region 3,2013,14,1.6873
Region 4,2013,14,1.44116
Region 5,2013,14,1.39945
Region 6,2013,14,2.23433
Region 7,2013,14,1.1312
Region 8,2013,14,1.16801
Region 9,2013,14,2.23024
Region 10,2013,14,0.721545
National,2013,14,1.65902
Region 1,2013,15,1.24114
Region 2,2013,15,1.61129
Region 3,2013,15,1.52749
Region 4,2013,15,1.18925
Region 5,2013,15,1.22036
Region 6,2013,15,2.02133
Region 7,2013,15,1.02376
Region 8,2013,15,1.01314
Region 9,2013,15,1.8563
Region 10,2013,15,0.425599
National,2013,15,1.43006
Region 1,2013,16,1.05995
Region 2,2013,16,1.39264
Region 3,2013,16,1.14475
Region 4,2013,16,1.02839
Region 5,2013,16,1.13168
Region 6,2013,16,1.9546
Region 7,2013,16,0.926927
Region 8,2013,16,1.01639
Region 9,2013,16,1.68062
Region 10,2013,16,0.404495
National,2013,16,1.27757
Region 1,2013,17,0.783118
Region 2,2013,17,1.4588
Region 3,2013,17,1.09053
Region 4,2013,17,0.861119
Region 5,2013,17,0.971924
Region 6,2013,17,1.87992
Region 7,2013,17,0.949618
Region 8,2013,17,1.00657
Region 9,2013,17,1.64367
Region 10,2013,17,0.374257
National,2013,17,1.19009
Region 1,2013,18,0.805735
Region 2,2013,18,1.43681
Region 3,2013,18,1.05401
Region 4,2013,18,0.68861
Region 5,2013,18,0.843975
Region 6,2013,18,1.65645
Region 7,2013,18,0.840615
Region 8,2013,18,1.00405
Region 9,2013,18,1.61538
Region 10,2013,18,0.43933
National,2013,18,1.09556
Region 1,2013,19,0.690938
Region 2,2013,19,1.26071
Region 3,2013,19,1.2852
Region 4,2013,19,0.703683
Region 5,2013,19,0.857398
Region 6,2013,19,1.73602
Region 7,2013,19,0.769543
Region 8,2013,19,0.929267
Region 9,2013,19,1.54832
Region 10,2013,19,0.209236
National,2013,19,1.08589
Region 1,2013,20,0.623383
Region 2,2013,20,1.33755
Region 3,2013,20,1.13242
Region 4,2013,20,0.760478
Region 5,2013,20,0.852781
Region 6,2013,20,1.63421
Region 7,2013,20,0.603697
Region 8,2013,20,0.738568
Region 9,2013,20,1.61454
Region 10,2013,20,0.316906
National,2013,20,1.07343
Region 1,2013,21,0.595752
Region 2,2013,21,1.18383
Region 3,2013,21,1.08424
Region 4,2013,21,0.817835
Region 5,2013,21,0.816745
Region 6,2013,21,1.47642
Region 7,2013,21,0.729762
Region 8,2013,21,0.784251
Region 9,2013,21,1.42814
Region 10,2013,21,0.301519
National,2013,21,1.01677
Region 1,2013,22,0.581825
Region 2,2013,22,1.37482
Region 3,2013,22,1.31233
Region 4,2013,22,0.619213
Region 5,2013,22,0.994613
Region 6,2013,22,1.51067
Region 7,2013,22,0.770442
Region 8,2013,22,0.802426
Region 9,2013,22,1.41205
Region 10,2013,22,0.265127
National,2013,22,1.04847
Region 1,2013,23,0.408342
Region 2,2013,23,1.14817
Region 3,2013,23,1.03461
Region 4,2013,23,0.583142
Region 5,2013,23,0.878761
Region 6,2013,23,1.3348
Region 7,2013,23,0.184536
Region 8,2013,23,0.731714
Region 9,2013,23,1.418
Region 10,2013,23,0.344682
National,2013,23,0.920349
Region 1,2013,24,0.47561
Region 2,2013,24,1.21075
Region 3,2013,24,1.19998
Region 4,2013,24,0.503904
Region 5,2013,24,0.860912
Region 6,2013,24,1.24818
Region 7,2013,24,0.169888
Region 8,2013,24,0.681907
Region 9,2013,24,1.46578
Region 10,2013,24,0.349294
National,2013,24,0.920779
Region 1,2013,25,0.391668
Region 2,2013,25,1.16455
Region 3,2013,25,0.849521
